61.0000	213.0000
111.0000	191.0000
206.0000	110.0000
206.0000	83.0000
260.0000	62.0000
369.0000	103.0000
499.0000	149.0000
493.0000	198.0000
461.0000	203.0000
532.0000	209.0000
610.0000	176.0000
646.0000	256.0000
600.0000	321.0000
524.0000	281.0000
470.0000	286.0000
500.0000	306.0000
447.0000	355.0000
366.0000	363.0000
332.0000	339.0000
221.0000	340.0000
285.0000	374.0000
284.0000	430.0000
206.0000	426.0000
179.0000	343.0000
110.0000	297.0000
57.0000	234.0000
150.0000	294.0000
202.0000	292.0000
198.0000	258.0000
