57.0000	216.0000
96.0000	187.0000
199.0000	88.0000
225.0000	56.0000
270.0000	41.0000
366.0000	85.0000
491.0000	132.0000
488.0000	173.0000
458.0000	189.0000
507.0000	193.0000
599.0000	164.0000
632.0000	226.0000
619.0000	291.0000
517.0000	271.0000
455.0000	277.0000
507.0000	302.0000
443.0000	353.0000
370.0000	363.0000
336.0000	338.0000
234.0000	338.0000
295.0000	348.0000
299.0000	401.0000
232.0000	407.0000
180.0000	341.0000
113.0000	296.0000
59.0000	233.0000
133.0000	279.0000
194.0000	288.0000
186.0000	248.0000
