56.0000	224.0000
97.0000	198.0000
192.0000	100.0000
193.0000	68.0000
256.0000	34.0000
356.0000	80.0000
472.0000	112.0000
478.0000	164.0000
448.0000	179.0000
521.0000	189.0000
603.0000	158.0000
642.0000	227.0000
602.0000	290.0000
518.0000	263.0000
453.0000	270.0000
498.0000	285.0000
446.0000	329.0000
380.0000	348.0000
337.0000	322.0000
247.0000	328.0000
330.0000	353.0000
332.0000	427.0000
272.0000	439.0000
200.0000	342.0000
121.0000	303.0000
54.0000	243.0000
155.0000	289.0000
206.0000	289.0000
194.0000	247.0000
