61.0000	211.0000
129.0000	195.0000
218.0000	91.0000
254.0000	80.0000
314.0000	86.0000
369.0000	104.0000
463.0000	114.0000
516.0000	164.0000
506.0000	180.0000
533.0000	187.0000
590.0000	175.0000
644.0000	236.0000
573.0000	286.0000
516.0000	263.0000
460.0000	262.0000
511.0000	273.0000
468.0000	313.0000
360.0000	335.0000
328.0000	322.0000
257.0000	334.0000
313.0000	338.0000
314.0000	404.0000
245.0000	386.0000
202.0000	343.0000
120.0000	304.0000
59.0000	230.0000
163.0000	299.0000
215.0000	301.0000
214.0000	263.0000
