60.0000	222.0000
104.0000	197.0000
204.0000	112.0000
228.0000	69.0000
286.0000	62.0000
363.0000	109.0000
484.0000	141.0000
482.0000	157.0000
459.0000	181.0000
518.0000	186.0000
589.0000	172.0000
636.0000	219.0000
585.0000	275.0000
514.0000	261.0000
462.0000	268.0000
501.0000	279.0000
451.0000	330.0000
358.0000	349.0000
338.0000	334.0000
248.0000	344.0000
289.0000	370.0000
272.0000	431.0000
229.0000	422.0000
191.0000	344.0000
109.0000	306.0000
54.0000	236.0000
137.0000	299.0000
206.0000	299.0000
199.0000	263.0000
