65.0000	204.0000
111.0000	181.0000
191.0000	98.0000
189.0000	70.0000
247.0000	51.0000
357.0000	85.0000
509.0000	145.0000
493.0000	176.0000
472.0000	181.0000
514.0000	183.0000
582.0000	143.0000
642.0000	213.0000
581.0000	280.0000
521.0000	255.0000
465.0000	265.0000
517.0000	282.0000
453.0000	332.0000
350.0000	359.0000
336.0000	335.0000
252.0000	345.0000
309.0000	368.0000
310.0000	439.0000
253.0000	438.0000
208.0000	355.0000
126.0000	304.0000
58.0000	224.0000
158.0000	288.0000
223.0000	294.0000
211.0000	258.0000
