53.0000	223.0000
95.0000	205.0000
194.0000	118.0000
211.0000	88.0000
270.0000	71.0000
366.0000	111.0000
470.0000	116.0000
464.0000	181.0000
439.0000	190.0000
509.0000	197.0000
597.0000	164.0000
635.0000	231.0000
575.0000	277.0000
499.0000	260.0000
436.0000	268.0000
484.0000	303.0000
443.0000	335.0000
364.0000	346.0000
322.0000	320.0000
243.0000	320.0000
301.0000	324.0000
364.0000	402.0000
280.0000	403.0000
186.0000	333.0000
111.0000	298.0000
57.0000	244.0000
141.0000	291.0000
203.0000	283.0000
190.0000	246.0000
