49.0000	231.0000
91.0000	214.0000
201.0000	108.0000
230.0000	80.0000
291.0000	76.0000
371.0000	106.0000
507.0000	147.0000
500.0000	184.0000
478.0000	190.0000
534.0000	199.0000
623.0000	190.0000
646.0000	264.0000
585.0000	307.0000
533.0000	266.0000
467.0000	266.0000
515.0000	282.0000
455.0000	317.0000
397.0000	324.0000
358.0000	317.0000
240.0000	336.0000
317.0000	330.0000
334.0000	378.0000
274.0000	391.0000
206.0000	343.0000
126.0000	317.0000
46.0000	245.0000
159.0000	299.0000
207.0000	302.0000
195.0000	270.0000
