57.0000	215.0000
105.0000	185.0000
197.0000	96.0000
195.0000	75.0000
253.0000	51.0000
357.0000	87.0000
479.0000	123.0000
487.0000	169.0000
469.0000	194.0000
519.0000	195.0000
589.0000	134.0000
637.0000	214.0000
608.0000	310.0000
520.0000	260.0000
462.0000	266.0000
500.0000	273.0000
461.0000	324.0000
350.0000	349.0000
331.0000	327.0000
235.0000	328.0000
300.0000	337.0000
311.0000	399.0000
247.0000	404.0000
188.0000	333.0000
107.0000	290.0000
54.0000	230.0000
149.0000	286.0000
198.0000	280.0000
187.0000	244.0000
