61.0000	233.0000
95.0000	202.0000
204.0000	86.0000
222.0000	53.0000
289.0000	26.0000
404.0000	51.0000
559.0000	87.0000
557.0000	150.0000
532.0000	167.0000
574.0000	171.0000
627.0000	146.0000
638.0000	203.0000
624.0000	259.0000
593.0000	263.0000
538.0000	267.0000
580.0000	279.0000
523.0000	334.0000
417.0000	365.0000
377.0000	352.0000
284.0000	353.0000
353.0000	368.0000
386.0000	402.0000
298.0000	425.0000
227.0000	380.0000
126.0000	333.0000
57.0000	253.0000
142.0000	312.0000
198.0000	322.0000
183.0000	285.0000
