65.0000	209.0000
145.0000	190.0000
237.0000	75.0000
270.0000	68.0000
326.0000	82.0000
373.0000	93.0000
432.0000	90.0000
455.0000	158.0000
464.0000	177.0000
510.0000	186.0000
571.0000	138.0000
643.0000	180.0000
607.0000	271.0000
522.0000	259.0000
483.0000	264.0000
515.0000	275.0000
487.0000	320.0000
403.0000	349.0000
360.0000	347.0000
255.0000	355.0000
332.0000	348.0000
362.0000	397.0000
280.0000	435.0000
217.0000	368.0000
116.0000	301.0000
60.0000	233.0000
189.0000	304.0000
244.0000	307.0000
232.0000	273.0000
