58.0000	212.0000
100.0000	202.0000
214.0000	91.0000
243.0000	68.0000
290.0000	67.0000
378.0000	111.0000
485.0000	141.0000
495.0000	171.0000
481.0000	181.0000
519.0000	192.0000
586.0000	163.0000
651.0000	226.0000
599.0000	288.0000
524.0000	259.0000
477.0000	265.0000
514.0000	272.0000
456.0000	307.0000
372.0000	324.0000
345.0000	318.0000
241.0000	331.0000
299.0000	330.0000
300.0000	383.0000
242.0000	410.0000
191.0000	335.0000
117.0000	301.0000
53.0000	232.0000
159.0000	295.0000
204.0000	292.0000
195.0000	246.0000
