55.0000	232.0000
122.0000	193.0000
208.0000	82.0000
237.0000	66.0000
303.0000	72.0000
365.0000	106.0000
518.0000	138.0000
506.0000	190.0000
478.0000	194.0000
546.0000	203.0000
624.0000	191.0000
678.0000	255.0000
626.0000	317.0000
551.0000	286.0000
490.0000	286.0000
528.0000	289.0000
501.0000	329.0000
413.0000	351.0000
360.0000	348.0000
271.0000	365.0000
363.0000	358.0000
388.0000	375.0000
339.0000	391.0000
211.0000	376.0000
95.0000	309.0000
53.0000	244.0000
199.0000	315.0000
259.0000	304.0000
230.0000	268.0000
