48.0000	222.0000
77.0000	193.0000
171.0000	93.0000
192.0000	64.0000
233.0000	54.0000
329.0000	80.0000
496.0000	122.0000
487.0000	144.0000
458.0000	148.0000
519.0000	149.0000
600.0000	140.0000
686.0000	185.0000
597.0000	223.0000
513.0000	230.0000
472.0000	241.0000
502.0000	251.0000
458.0000	281.0000
378.0000	318.0000
333.0000	316.0000
226.0000	338.0000
295.0000	343.0000
265.0000	440.0000
196.0000	444.0000
173.0000	346.0000
101.0000	290.0000
48.0000	238.0000
124.0000	274.0000
176.0000	284.0000
159.0000	247.0000
