47.0000	230.0000
92.0000	205.0000
202.0000	112.0000
235.0000	85.0000
295.0000	86.0000
371.0000	125.0000
495.0000	162.0000
494.0000	190.0000
464.0000	198.0000
519.0000	202.0000
604.0000	185.0000
659.0000	248.0000
615.0000	306.0000
516.0000	272.0000
460.0000	280.0000
520.0000	291.0000
468.0000	317.0000
387.0000	335.0000
343.0000	330.0000
226.0000	340.0000
306.0000	343.0000
318.0000	407.0000
242.0000	410.0000
186.0000	342.0000
110.0000	316.0000
44.0000	247.0000
147.0000	301.0000
191.0000	300.0000
184.0000	263.0000
