56.0000	221.0000
97.0000	195.0000
190.0000	105.0000
196.0000	69.0000
255.0000	55.0000
352.0000	89.0000
488.0000	132.0000
492.0000	170.0000
446.0000	185.0000
513.0000	190.0000
582.0000	165.0000
634.0000	226.0000
579.0000	299.0000
507.0000	265.0000
448.0000	270.0000
494.0000	279.0000
438.0000	335.0000
343.0000	346.0000
330.0000	330.0000
227.0000	337.0000
273.0000	359.0000
261.0000	437.0000
201.0000	429.0000
191.0000	342.0000
101.0000	293.0000
57.0000	232.0000
147.0000	281.0000
206.0000	299.0000
184.0000	250.0000
