63.0000	210.0000
124.0000	178.0000
211.0000	65.0000
243.0000	28.0000
295.0000	23.0000
392.0000	60.0000
524.0000	136.0000
521.0000	154.0000
499.0000	164.0000
535.0000	172.0000
588.0000	173.0000
640.0000	246.0000
571.0000	274.0000
533.0000	248.0000
485.0000	255.0000
532.0000	257.0000
497.0000	298.0000
410.0000	335.0000
375.0000	331.0000
281.0000	337.0000
340.0000	319.0000
373.0000	368.0000
309.0000	399.0000
235.0000	342.0000
147.0000	317.0000
62.0000	230.0000
182.0000	291.0000
234.0000	286.0000
219.0000	240.0000
